protein_accession,protein_description,wt1,wt2,wt3,kog1,kog2,kog3
16818_SYNC_HUMAN,Asparagine--tRNA ligase_ cytoplasmic OS=Homo sapiens GN=NARS PE=1 SV=1,10.043899999999999,11.6778,12.185633333333334,11.843233333333334,16.2579,17.220533333333332
5048_ECHB_HUMAN,Trifunctional enzyme subunit beta_ mitochondrial OS=Homo sapiens GN=HADHB PE=1 SV=3,3.3228,2.4056,1.8571,5.156166666666667,16.781466666666667,3.8544
4063_CTND1_HUMAN,Catenin delta-1 OS=Homo sapiens GN=CTNND1 PE=1 SV=1,9.6511,10.821,16.189799999999998,19.0912,14.954866666666668,21.070933333333333
11635_NTF2_HUMAN,Nuclear transport factor 2 OS=Homo sapiens GN=NUTF2 PE=1 SV=1,3.5947,1.5182333333333333,1.3212666666666666,2.9918,6.5594,4.827266666666667
14181_RBM14_HUMAN,RNA-binding protein 14 OS=Homo sapiens GN=RBM14 PE=1 SV=2,10.204366666666667,13.235933333333334,12.154933333333334,7.5168333333333335,14.896866666666666,7.332833333333333
1270_AT1A3_HUMAN,Sodium/potassium-transporting ATPase subunit alpha-3 OS=Homo sapiens GN=ATP1A3 PE=1 SV=3,0.1999,0.12773333333333334,0.5607,1.3553,3.3976,1.3173333333333335
14409_RGPD3_HUMAN,RanBP2-like and GRIP domain-containing protein 3 OS=Homo sapiens GN=RGPD3 PE=2 SV=2,4.705933333333333,3.6600333333333332,18.971133333333334,2.7656,20.813933333333335,3.0242
882_ANXA3_HUMAN,Annexin A3 OS=Homo sapiens GN=ANXA3 PE=1 SV=3,7.8003,5.640733333333333,8.663366666666667,20.8903,7.1066666666666665,26.5586
13901_PURA2_HUMAN,Adenylosuccinate synthetase isozyme 2 OS=Homo sapiens GN=ADSS PE=1 SV=3,4.5306999999999995,5.413233333333333,1.8487,2.813966666666667,6.814633333333333,3.4987
7529_HINT2_HUMAN,Histidine triad nucleotide-binding protein 2_ mitochondrial OS=Homo sapiens GN=HINT2 PE=1 SV=1,0.35436666666666666,0.23846666666666666,0.1999,1.5082666666666666,3.103066666666667,1.8537666666666666
3408_CNDP2_HUMAN,Cytosolic non-specific dipeptidase OS=Homo sapiens GN=CNDP2 PE=1 SV=2,6.765266666666666,4.5954,4.113733333333333,13.493166666666667,13.7015,8.9244
5303_ENPL_HUMAN,Endoplasmin OS=Homo sapiens GN=HSP90B1 PE=1 SV=1,43.89586666666666,52.0574,53.1164,57.2689,19.3712,107.54860000000001
4414_DDAH2_HUMAN,N(G)_N(G)-dimethylarginine dimethylaminohydrolase 2 OS=Homo sapiens GN=DDAH2 PE=1 SV=1,0.4315,0.5089333333333333,0.2825333333333333,1.1941666666666666,3.602666666666667,0.5417666666666667
13370_POTEE_HUMAN,POTE ankyrin domain family member E OS=Homo sapiens GN=POTEE PE=1 SV=3,3.2342333333333335,9.684633333333334,6.2542,6.1244,19.3123,26.2649
12899_PFKAM_HUMAN,ATP-dependent 6-phosphofructokinase_ muscle type OS=Homo sapiens GN=PFKM PE=1 SV=2,6.5552,4.736,8.879466666666666,8.689366666666666,2.2371333333333334,11.4849
14078_RAE1L_HUMAN,mRNA export factor OS=Homo sapiens GN=RAE1 PE=1 SV=1,6.693266666666666,1.4726000000000001,3.4833,2.4306,4.308966666666667,1.7304333333333333
886_ANXA7_HUMAN,Annexin A7 OS=Homo sapiens GN=ANXA7 PE=1 SV=3,3.7446,2.7917,3.6730333333333336,3.0946333333333333,3.0676,5.225433333333333
2953_CH10_HUMAN,10 kDa heat shock protein_ mitochondrial OS=Homo sapiens GN=HSPE1 PE=1 SV=2,8.1941,9.629,5.677966666666666,4.41,4.2696000000000005,4.290033333333334
5091_EF2_HUMAN,Elongation factor 2 OS=Homo sapiens GN=EEF2 PE=1 SV=4,80.27716666666667,84.7433,86.37403333333333,80.5576,152.55863333333332,112.6234
14927_RS13_HUMAN,40S ribosomal protein S13 OS=Homo sapiens GN=RPS13 PE=1 SV=2,6.402666666666667,6.343633333333334,5.788433333333334,7.827133333333334,4.460233333333333,12.269200000000001
18813_VDAC1_HUMAN,Voltage-dependent anion-selective channel protein 1 OS=Homo sapiens GN=VDAC1 PE=1 SV=2,12.743166666666667,11.4191,10.353866666666667,13.9211,8.2498,13.866033333333334
16420_SPTN1_HUMAN,Spectrin alpha chain_ non-erythrocytic 1 OS=Homo sapiens GN=SPTAN1 PE=1 SV=3,29.857133333333334,55.94733333333333,18.363,96.33373333333334,91.67743333333334,32.98036666666667
14644_RM21_HUMAN,39S ribosomal protein L21_ mitochondrial OS=Homo sapiens GN=MRPL21 PE=1 SV=2,0.6196666666666667,0.3318333333333333,0.3283333333333333,1.2280333333333333,0.2858,2.734766666666667
5084_EF1A2_HUMAN,Elongation factor 1-alpha 2 OS=Homo sapiens GN=EEF1A2 PE=1 SV=1,72.12083333333334,27.485633333333332,52.0574,35.776066666666665,90.85293333333333,46.5364
10120_MCM5_HUMAN,DNA replication licensing factor MCM5 OS=Homo sapiens GN=MCM5 PE=1 SV=5,10.389166666666666,12.298166666666667,16.339066666666668,18.0725,32.6021,15.364633333333334
7701_HS904_HUMAN,Putative heat shock protein H90-alpha A4 OS=Homo sapiens GN=HSP90AA4P PE=5 SV=1,3.4894666666666665,3.184266666666667,9.814233333333334,8.040666666666667,1.4908333333333335,5.309233333333333
11136_NDUBA_HUMAN,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10 OS=Homo sapiens GN=NDUFB10 PE=1 SV=3,2.1953666666666667,1.6002,1.7622333333333333,1.5898999999999999,1.2685,1.2509333333333332
8032_IGBP1_HUMAN,Immunoglobulin-binding protein 1 OS=Homo sapiens GN=IGBP1 PE=1 SV=1,0.42956666666666665,1.5938666666666668,0.78,2.554266666666667,3.868866666666667,0.6675333333333333
915_AP2S1_HUMAN,AP-2 complex subunit sigma OS=Homo sapiens GN=AP2S1 PE=1 SV=2,0.7086333333333333,0.3858,0.4801333333333333,1.6238000000000001,0.6626666666666666,1.1173
4736_DNM1L_HUMAN,Dynamin-1-like protein OS=Homo sapiens GN=DNM1L PE=1 SV=2,2.3717333333333332,3.524033333333333,5.221066666666666,5.241933333333333,9.719966666666668,28.538800000000002
14959_RS9_HUMAN,40S ribosomal protein S9 OS=Homo sapiens GN=RPS9 PE=1 SV=3,14.132,11.0846,8.4937,9.8872,5.326366666666667,11.4398
7721_HSP72_HUMAN,Heat shock-related 70 kDa protein 2 OS=Homo sapiens GN=HSPA2 PE=1 SV=1,0.2497,0.8134333333333333,0.08736666666666668,0.9594333333333332,1.5218666666666667,2.3228999999999997
8155_ILK_HUMAN,Integrin-linked protein kinase OS=Homo sapiens GN=ILK PE=1 SV=2,0.8134333333333333,1.1805666666666665,2.282233333333333,2.4216333333333333,6.6349,2.1333333333333333
6852_GLYM_HUMAN,Serine hydroxymethyltransferase_ mitochondrial OS=Homo sapiens GN=SHMT2 PE=1 SV=3,17.626,12.3837,13.9149,28.098133333333333,62.71653333333333,19.5914
2112_CAP1_HUMAN,Adenylyl cyclase-associated protein 1 OS=Homo sapiens GN=CAP1 PE=1 SV=5,10.433266666666666,11.279866666666665,8.932233333333333,14.954866666666668,14.231733333333334,25.708366666666667
17909_TOPK_HUMAN,Lymphokine-activated killer T-cell-originated protein kinase OS=Homo sapiens GN=PBK PE=1 SV=3,2.2076666666666664,6.323966666666667,2.8420333333333336,2.471433333333333,1.7908666666666666,1.7254
491_ADHX_HUMAN,Alcohol dehydrogenase class-3 OS=Homo sapiens GN=ADH5 PE=1 SV=4,5.665933333333333,7.438366666666666,4.616066666666667,15.6003,13.344433333333333,12.035733333333333
4718_DNJB4_HUMAN,DnaJ homolog subfamily B member 4 OS=Homo sapiens GN=DNAJB4 PE=1 SV=1,3.6025333333333336,0.8782,0.9738,1.0218666666666667,1.7588,0.42160000000000003
14571_RL13_HUMAN,60S ribosomal protein L13 OS=Homo sapiens GN=RPL13 PE=1 SV=4,4.875466666666667,8.820266666666667,7.6161666666666665,7.2711,4.290033333333334,10.0892
11698_NUDC_HUMAN,Nuclear migration protein nudC OS=Homo sapiens GN=NUDC PE=1 SV=1,13.5022,10.340833333333334,10.433266666666666,10.4558,11.575033333333334,18.001266666666666
4126_CUX2_HUMAN,Homeobox protein cut-like 2 OS=Homo sapiens GN=CUX2 PE=1 SV=4,15.027733333333334,11.999866666666666,15.064300000000001,3.350833333333333,42.04773333333333,12.330433333333334
3636_COX41_HUMAN,Cytochrome c oxidase subunit 4 isoform 1_ mitochondrial OS=Homo sapiens GN=COX4I1 PE=1 SV=1,5.3892999999999995,3.4967,2.9716,3.2392666666666665,1.9276,3.4309999999999996
7624_HNRPC_HUMAN,Heterogeneous nuclear ribonucleoproteins C1/C2 OS=Homo sapiens GN=HNRNPC PE=1 SV=4,9.629,14.9553,10.340833333333334,15.649000000000001,9.845166666666668,15.9331
17297_TES_HUMAN,Testin OS=Homo sapiens GN=TES PE=1 SV=1,1.3237999999999999,3.2584,2.6606666666666667,3.9880666666666666,3.4815,4.6103
13919_PWP2_HUMAN,Periodic tryptophan protein 2 homolog OS=Homo sapiens GN=PWP2 PE=1 SV=2,5.558533333333333,6.064033333333334,3.7826,11.620933333333333,13.532433333333334,6.593366666666666
1032_ARF1_HUMAN,ADP-ribosylation factor 1 OS=Homo sapiens GN=ARF1 PE=1 SV=2,1.8118999999999998,1.9764666666666668,2.2268666666666665,3.8052,2.3609,4.341166666666666
17084_TBB4A_HUMAN,Tubulin beta-4A chain OS=Homo sapiens GN=TUBB4A PE=1 SV=2,3.742366666666667,9.7483,2.685833333333333,6.448966666666667,9.6615,11.0313
8275_IPYR2_HUMAN,Inorganic pyrophosphatase 2_ mitochondrial OS=Homo sapiens GN=PPA2 PE=1 SV=2,3.5395333333333334,3.9687666666666668,6.8101666666666665,5.347733333333333,6.937633333333333,2.471433333333333
11290_NIBL1_HUMAN,Niban-like protein 1 OS=Homo sapiens GN=FAM129B PE=1 SV=3,4.640133333333333,4.226366666666666,3.005,7.8121,17.69206666666667,5.156166666666667
1509_BAG3_HUMAN,BAG family molecular chaperone regulator 3 OS=Homo sapiens GN=BAG3 PE=1 SV=3,2.892733333333333,4.272766666666667,3.5947,3.3645666666666667,5.876433333333334,2.105566666666667
18743_UTP18_HUMAN,U3 small nucleolar RNA-associated protein 18 homolog OS=Homo sapiens GN=UTP18 PE=1 SV=3,1.6705333333333334,3.777,3.4050000000000002,3.7251666666666665,6.901933333333333,2.793433333333333
4596_DHX9_HUMAN,ATP-dependent RNA helicase A OS=Homo sapiens GN=DHX9 PE=1 SV=4,37.85796666666666,43.34153333333333,36.515699999999995,56.68736666666666,95.58283333333333,89.14036666666667
11425_NOP2_HUMAN,Probable 28S rRNA (cytosine(4447)-C(5))-methyltransferase OS=Homo sapiens GN=NOP2 PE=1 SV=2,9.258266666666668,10.627733333333333,12.423733333333333,16.506833333333333,16.925466666666665,19.0912
14614_RL6_HUMAN,60S ribosomal protein L6 OS=Homo sapiens GN=RPL6 PE=1 SV=3,19.0293,14.577399999999999,13.467766666666666,16.3222,8.000133333333332,13.793966666666666
19163_XPO2_HUMAN,Exportin-2 OS=Homo sapiens GN=CSE1L PE=1 SV=3,65.24743333333333,45.17966666666667,34.50963333333333,24.6763,107.54860000000001,34.44423333333333
5466_ESTD_HUMAN,S-formylglutathione hydrolase OS=Homo sapiens GN=ESD PE=1 SV=2,3.5537,0.30696666666666667,5.098166666666667,2.9730333333333334,16.946766666666665,1.5898999999999999
16111_SNR40_HUMAN,U5 small nuclear ribonucleoprotein 40 kDa protein OS=Homo sapiens GN=SNRNP40 PE=1 SV=1,2.0021,3.005,3.653,2.1425666666666667,9.278533333333334,4.2696000000000005
11994_OLA1_HUMAN,Obg-like ATPase 1 OS=Homo sapiens GN=OLA1 PE=1 SV=2,10.783366666666668,11.4943,12.439633333333333,10.373933333333333,5.1484,9.719966666666668
660_AL7A1_HUMAN,Alpha-aminoadipic semialdehyde dehydrogenase OS=Homo sapiens GN=ALDH7A1 PE=1 SV=5,4.881233333333333,6.7306333333333335,7.011133333333333,7.295366666666667,34.23623333333333,5.1082
9612_LRC47_HUMAN,Leucine-rich repeat-containing protein 47 OS=Homo sapiens GN=LRRC47 PE=1 SV=1,5.2498000000000005,5.665933333333333,4.288466666666666,6.644266666666667,18.136,7.2711
14565_RL10A_HUMAN,60S ribosomal protein L10a OS=Homo sapiens GN=RPL10A PE=1 SV=2,11.626100000000001,7.8003,8.897766666666667,17.066933333333335,14.568366666666668,15.434099999999999
10119_MCM4_HUMAN,DNA replication licensing factor MCM4 OS=Homo sapiens GN=MCM4 PE=1 SV=5,15.849933333333334,8.358766666666666,10.783366666666668,8.649633333333334,33.3716,11.620933333333333
16739_SURF1_HUMAN,Surfeit locus protein 1 OS=Homo sapiens GN=SURF1 PE=1 SV=1,0.4023333333333333,0.5372,0.4427,1.2509333333333332,1.849,1.8919000000000001
13647_PRP8_HUMAN,Pre-mRNA-processing-splicing factor 8 OS=Homo sapiens GN=PRPF8 PE=1 SV=2,59.54083333333334,33.0822,44.710966666666664,61.7363,96.33373333333334,50.2137
17085_TBB4B_HUMAN,Tubulin beta-4B chain OS=Homo sapiens GN=TUBB4B PE=1 SV=1,0.32333333333333336,3.342633333333333,14.537866666666668,17.2796,8.192066666666667,73.97003333333333
14658_RM39_HUMAN,39S ribosomal protein L39_ mitochondrial OS=Homo sapiens GN=MRPL39 PE=1 SV=3,1.2637,2.397466666666667,3.1698666666666666,1.1039,5.604866666666666,15.214566666666666
10859_MYO1B_HUMAN,Unconventional myosin-Ib OS=Homo sapiens GN=MYO1B PE=1 SV=3,7.427466666666667,5.3892999999999995,6.577166666666667,7.804766666666667,4.678133333333333,11.933066666666667
14617_RL7_HUMAN,60S ribosomal protein L7 OS=Homo sapiens GN=RPL7 PE=1 SV=1,12.036833333333334,21.4717,19.261333333333333,15.807133333333333,9.377466666666667,18.869366666666668
15392_SARNP_HUMAN,SAP domain-containing ribonucleoprotein OS=Homo sapiens GN=SARNP PE=1 SV=3,2.8950333333333336,4.4530666666666665,3.6387,1.6853666666666667,2.501933333333333,3.4681
14010_RAB1A_HUMAN,Ras-related protein Rab-1A OS=Homo sapiens GN=RAB1A PE=1 SV=3,0.1751,1.8736666666666668,3.1134,4.7903,1.1173,13.7015
8744_KCRB_HUMAN,Creatine kinase B-type OS=Homo sapiens GN=CKB PE=1 SV=1,11.603100000000001,25.707,16.5869,25.221666666666664,2.7046,26.044866666666667
17414_THIL_HUMAN,Acetyl-CoA acetyltransferase_ mitochondrial OS=Homo sapiens GN=ACAT1 PE=1 SV=1,5.052233333333334,3.6387,9.773066666666667,15.214566666666666,3.1827,10.8583
4116_CUL2_HUMAN,Cullin-2 OS=Homo sapiens GN=CUL2 PE=1 SV=2,15.987233333333334,8.906733333333333,16.10793333333333,7.744066666666667,9.707933333333333,3.7251666666666665
13251_PLST_HUMAN,Plastin-3 OS=Homo sapiens GN=PLS3 PE=1 SV=4,5.106466666666666,2.5606,4.396,9.633966666666666,8.1211,6.5594
17461_TIF1B_HUMAN,Transcription intermediary factor 1-beta OS=Homo sapiens GN=TRIM28 PE=1 SV=5,29.987499999999997,28.936433333333333,28.785333333333334,37.63106666666667,8.374,38.8136
12506_PAIRB_HUMAN,Plasminogen activator inhibitor 1 RNA-binding protein OS=Homo sapiens GN=SERBP1 PE=1 SV=2,3.8541,2.1197666666666666,15.287233333333333,8.815100000000001,3.3645666666666667,9.3641
6441_G3PT_HUMAN,Glyceraldehyde-3-phosphate dehydrogenase_ testis-specific OS=Homo sapiens GN=GAPDHS PE=1 SV=2,1.5182333333333333,2.4408000000000003,0.3283333333333333,2.6959666666666666,1.0134333333333334,0.18080000000000002
14594_RL34_HUMAN,60S ribosomal protein L34 OS=Homo sapiens GN=RPL34 PE=1 SV=3,5.017733333333333,5.1779,5.039,3.8267666666666664,3.8052,4.813733333333333
11281_NHP2_HUMAN,H/ACA ribonucleoprotein complex subunit 2 OS=Homo sapiens GN=NHP2 PE=1 SV=1,1.2214,2.033,0.5711333333333333,0.6626666666666666,1.0430666666666668,0.9594333333333332
6890_GNL3_HUMAN,Guanine nucleotide-binding protein-like 3 OS=Homo sapiens GN=GNL3 PE=1 SV=2,5.128833333333334,4.881233333333333,4.253433333333334,8.000133333333332,5.527666666666667,5.7264
7966_IF4G2_HUMAN,Eukaryotic translation initiation factor 4 gamma 2 OS=Homo sapiens GN=EIF4G2 PE=1 SV=1,6.428866666666667,9.021766666666668,10.3059,10.313066666666666,6.382899999999999,12.798633333333333
2165_CATA_HUMAN,Catalase OS=Homo sapiens GN=CAT PE=1 SV=3,6.8810666666666664,6.1852,4.1918,3.6765,4.8032,4.2223
13751_PSD12_HUMAN,26S proteasome non-ATPase regulatory subunit 12 OS=Homo sapiens GN=PSMD12 PE=1 SV=3,6.711766666666667,3.7883666666666667,5.4465,6.333933333333333,3.3855333333333335,6.847433333333333
15428_SC24C_HUMAN,Protein transport protein Sec24C OS=Homo sapiens GN=SEC24C PE=1 SV=3,3.8600666666666665,7.523266666666666,7.085933333333333,6.837233333333334,11.907,3.1428666666666665
12800_PDLI5_HUMAN,PDZ and LIM domain protein 5 OS=Homo sapiens GN=PDLIM5 PE=1 SV=5,12.466133333333334,9.304833333333333,9.3528,11.3829,10.193266666666666,7.8121
9524_LONM_HUMAN,Lon protease homolog_ mitochondrial OS=Homo sapiens GN=LONP1 PE=1 SV=2,11.279866666666665,11.603100000000001,7.260266666666666,13.154833333333332,12.370766666666666,12.964966666666667
12318_OST48_HUMAN,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit OS=Homo sapiens GN=DDOST PE=1 SV=4,8.095433333333332,11.626100000000001,5.081933333333334,10.759633333333333,14.765566666666667,9.633966666666666
10922_NAA15_HUMAN,N-alpha-acetyltransferase 15_ NatA auxiliary subunit OS=Homo sapiens GN=NAA15 PE=1 SV=1,12.439633333333333,10.015566666666667,13.884533333333334,12.589666666666666,4.781633333333334,16.0559
204_AASD1_HUMAN,Alanyl-tRNA editing protein Aarsd1 OS=Homo sapiens GN=AARSD1 PE=1 SV=2,0.8069666666666667,1.0406666666666666,2.0946,0.39913333333333334,3.1371666666666664,0.9741333333333334
5185_ELAV1_HUMAN,ELAV-like protein 1 OS=Homo sapiens GN=ELAVL1 PE=1 SV=2,8.3186,9.292966666666667,10.389166666666666,16.136733333333332,4.599233333333333,19.207866666666664
8547_K2C5_HUMAN,Keratin_ type II cytoskeletal 5 OS=Homo sapiens GN=KRT5 PE=1 SV=3,5.5425,2.488366666666667,3.1786666666666665,2.278,2.2041666666666666,5.090333333333334
15634_SEPT6_HUMAN,Septin-6 OS=Homo sapiens GN=SEPT6 PE=1 SV=4,0.09319999999999999,0.06873333333333334,1.3675333333333333,0.06863333333333334,0.09306666666666666,1.0826333333333333
1844_BZW1_HUMAN,Basic leucine zipper and W2 domain-containing protein 1 OS=Homo sapiens GN=BZW1 PE=1 SV=1,11.382933333333334,8.6009,10.574466666666666,5.532266666666667,2.7249333333333334,6.4793666666666665
12796_PDLI1_HUMAN,PDZ and LIM domain protein 1 OS=Homo sapiens GN=PDLIM1 PE=1 SV=4,5.720933333333334,3.3228,2.378233333333333,4.697466666666667,1.4143,5.1719333333333335
6439_G3BP1_HUMAN,Ras GTPase-activating protein-binding protein 1 OS=Homo sapiens GN=G3BP1 PE=1 SV=1,9.684633333333334,14.620766666666666,12.108966666666667,6.437,42.06613333333333,20.7072
647_AL1A3_HUMAN,Aldehyde dehydrogenase family 1 member A3 OS=Homo sapiens GN=ALDH1A3 PE=1 SV=2,3.1934,5.028,3.8036666666666665,8.323366666666667,7.1004000000000005,4.181733333333334
2122_CAPZB_HUMAN,F-actin-capping protein subunit beta OS=Homo sapiens GN=CAPZB PE=1 SV=4,5.5689,3.1786666666666665,4.415966666666667,4.887266666666666,3.5258333333333334,4.0314
625_AKAP9_HUMAN,A-kinase anchor protein 9 OS=Homo sapiens GN=AKAP9 PE=1 SV=3,79.26686666666667,28.0684,102.59223333333334,42.54953333333333,64.35456666666667,176.48613333333333
18780_VASP_HUMAN,Vasodilator-stimulated phosphoprotein OS=Homo sapiens GN=VAPE=1 SV=3,3.6387,4.4028,3.342633333333333,5.974733333333333,5.090333333333334,9.988766666666667
18399_TXTP_HUMAN,Tricarboxylate transport protein_ mitochondrial OS=Homo sapiens GN=SLC25A1 PE=1 SV=2,4.7675,3.1020666666666665,2.1132999999999997,3.6471666666666667,11.2812,3.602666666666667
16645_STK39_HUMAN,STE20/SPS1-related proline-alanine-rich protein kinase OS=Homo sapiens GN=STK39 PE=1 SV=3,3.749766666666667,3.5721,2.8613,3.5258333333333334,1.5727666666666666,5.821266666666666
14590_RL29_HUMAN,60S ribosomal protein L29 OS=Homo sapiens GN=RPL29 PE=1 SV=2,4.1735,0.9738,1.5497333333333334,2.9040333333333335,1.1680000000000001,0.8965666666666667
12873_PESC_HUMAN,Pescadillo homolog OS=Homo sapiens GN=PES1 PE=1 SV=1,6.8101666666666665,5.320566666666666,8.095433333333332,3.4815,15.125666666666667,6.512033333333333
14934_RS18_HUMAN,40S ribosomal protein S18 OS=Homo sapiens GN=RPS18 PE=1 SV=3,9.663133333333333,4.6954666666666665,9.7483,8.7978999999999985,4.887266666666666,3.4047666666666667
7968_IF4H_HUMAN,Eukaryotic translation initiation factor 4H OS=Homo sapiens GN=EIF4H PE=1 SV=5,6.2988333333333335,4.333333333333333,5.207166666666667,5.825933333333333,2.8161,3.9255666666666666
11100_NDKA_HUMAN,Nucleoside diphosphate kinase A OS=Homo sapiens GN=NME1 PE=1 SV=1,10.340833333333334,10.149366666666667,10.149366666666667,7.776166666666667,15.214566666666666,11.964066666666668
10049_MATR3_HUMAN,Matrin-3 OS=Homo sapiens GN=MATR3 PE=1 SV=2,23.017,19.534466666666667,24.5628,14.729466666666667,59.972,22.376133333333332
14675_RMD1_HUMAN,Regulator of microtubule dynamics protein 1 OS=Homo sapiens GN=RMDN1 PE=1 SV=1,1.7237333333333333,1.7045333333333332,1.9708999999999999,1.9889666666666665,2.9576333333333333,2.0817666666666668
14636_RM13_HUMAN,39S ribosomal protein L13_ mitochondrial OS=Homo sapiens GN=MRPL13 PE=1 SV=1,0.8508666666666667,0.8353999999999999,0.44153333333333333,0.8164666666666667,0.7716,0.5770000000000001
5295_ENOA_HUMAN,Alpha-enolase OS=Homo sapiens GN=ENO1 PE=1 SV=2,43.34153333333333,29.249966666666666,43.34153333333333,75.37896666666667,33.938433333333336,71.98583333333333
4649_DLDH_HUMAN,Dihydrolipoyl dehydrogenase_ mitochondrial OS=Homo sapiens GN=DLD PE=1 SV=2,5.4966,4.145533333333334,9.338933333333333,8.161233333333334,49.1434,6.3751
515_ADT1_HUMAN,ADP/ATP translocase 1 OS=Homo sapiens GN=SLC25A4 PE=1 SV=4,1.2797666666666667,4.5306999999999995,1.6733333333333333,0.2768,0.2366,1.4955333333333332
2957_CH60_HUMAN,60 kDa heat shock protein_ mitochondrial OS=Homo sapiens GN=HSPD1 PE=1 SV=2,84.7433,93.0772,75.47183333333334,71.28906666666667,101.30533333333332,83.21786666666667
18730_USO1_HUMAN,General vesicular transport factor p115 OS=Homo sapiens GN=USO1 PE=1 SV=2,3.2584,27.619366666666668,6.9279,15.057533333333332,3.4215333333333335,9.306533333333334
13743_PSB5_HUMAN,Proteasome subunit beta type-5 OS=Homo sapiens GN=PSMB5 PE=1 SV=3,3.7883666666666667,6.171466666666666,4.825666666666667,2.2953333333333337,13.729433333333333,5.513666666666667
17039_TALDO_HUMAN,Transaldolase OS=Homo sapiens GN=TALDO1 PE=1 SV=2,11.4191,12.154933333333334,11.626100000000001,15.434099999999999,19.967533333333332,13.053533333333332
17948_TPD54_HUMAN,Tumor protein D54 OS=Homo sapiens GN=TPD52L2 PE=1 SV=2,2.0137,2.1573333333333333,2.8950333333333336,2.6536333333333335,11.702766666666667,2.9040333333333335
14021_RAB2B_HUMAN,Ras-related protein Rab-2B OS=Homo sapiens GN=RAB2B PE=1 SV=1,0.3318333333333333,0.03986666666666667,0.06873333333333334,0.09306666666666666,1.6853666666666667,0.06863333333333334
7852_HYOU1_HUMAN,Hypoxia up-regulated protein 1 OS=Homo sapiens GN=HYOU1 PE=1 SV=1,17.242466666666665,20.6721,12.648,41.486533333333334,17.377566666666667,31.463866666666668
7972_IF5_HUMAN,Eukaryotic translation initiation factor 5 OS=Homo sapiens GN=EIF5 PE=1 SV=2,1.882,2.711333333333333,3.5804333333333336,5.8853333333333335,2.6906666666666665,8.339266666666667
16748_SUV3_HUMAN,ATP-dependent RNA helicase SUPV3L1_ mitochondrial OS=Homo sapiens GN=SUPV3L1 PE=1 SV=1,2.6083333333333334,2.4489,1.3088,2.4831666666666665,3.9592333333333336,5.902433333333334
13965_QOR_HUMAN,Quinone oxidoreductase OS=Homo sapiens GN=CRYZ PE=1 SV=1,1.1403333333333332,4.2,2.3636333333333335,3.8498666666666668,6.847433333333333,6.148633333333334
14259_RD23A_HUMAN,UV excision repair protein RAD23 homolog A OS=Homo sapiens GN=RAD23A PE=1 SV=1,1.7812000000000001,1.2637,1.0552000000000001,1.4394,2.1425666666666667,2.021266666666667
16151_SNX5_HUMAN,Sorting nexin-5 OS=Homo sapiens GN=SNX5 PE=1 SV=1,1.8736666666666668,1.8754333333333333,2.1573333333333333,1.8153333333333335,1.6238000000000001,2.6333
14043_RAB5C_HUMAN,Ras-related protein Rab-5C OS=Homo sapiens GN=RAB5C PE=1 SV=2,5.777733333333333,5.349066666666666,4.164633333333333,4.537166666666667,4.035933333333333,1.3362
12508_PAK2_HUMAN,Serine/threonine-protein kinase PAK 2 OS=Homo sapiens GN=PAK2 PE=1 SV=3,5.7039333333333335,3.7139333333333333,3.9723,2.597366666666667,11.318733333333332,3.7932
8_1433T_HUMAN,14-3-3 protein theta OS=Homo sapiens GN=YWHAQ PE=1 SV=1,3.8171999999999997,6.685066666666667,5.665933333333333,7.9668,12.8992,11.843233333333334
12624_PCBP2_HUMAN,Poly(rC)-binding protein 2 OS=Homo sapiens GN=PCBP2 PE=1 SV=1,9.313333333333333,8.4937,11.521633333333334,11.150466666666667,3.1484,9.7901
14030_RAB3A_HUMAN,Ras-related protein Rab-3A OS=Homo sapiens GN=RAB3A PE=1 SV=1,0.5372,0.2946666666666667,0.14116666666666666,0.5327,0.5065,0.4588333333333333
3015_CHRD1_HUMAN,Cysteine and histidine-rich domain-containing protein 1 OS=Homo sapiens GN=CHORDC1 PE=1 SV=2,7.980533333333333,8.963466666666667,5.923933333333333,1.8523999999999998,12.798633333333333,3.0138666666666665
5249_EMD_HUMAN,Emerin OS=Homo sapiens GN=EMD PE=1 SV=1,1.7394666666666667,1.6231666666666669,2.6180666666666665,1.8537666666666666,3.889666666666667,3.6249000000000002
16797_SYFA_HUMAN,Phenylalanine--tRNA ligase alpha subunit OS=Homo sapiens GN=FARSA PE=1 SV=3,4.4530666666666665,2.8613,2.8875666666666664,4.0207,6.347366666666667,5.427333333333333
4071_CTR9_HUMAN,RNA polymerase-associated protein CTR9 homolog OS=Homo sapiens GN=CTR9 PE=1 SV=1,18.363,3.850433333333333,4.628066666666666,17.57796666666667,10.4218,1.9815333333333334
5168_EIF3A_HUMAN,Eukaryotic translation initiation factor 3 subunit A OS=Homo sapiens GN=EIF3A PE=1 SV=1,39.54943333333333,36.515699999999995,42.50483333333333,58.21543333333333,80.5576,55.423366666666666
6859_GMFB_HUMAN,Glia maturation factor beta OS=Homo sapiens GN=GMFB PE=1 SV=2,0.6557666666666667,2.0946,0.8933,0.4865666666666667,2.2626,1.4535333333333333
